Domain,Website Status,SPF,DKIM,DMARC
kidsize.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.220.180  include:kidsize.ie.spf.auto.dnssmarthost.net ~all,kidsize.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_da95e6a1bc917a32a24472bca9cc6f97.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCrAunf++0NqpbBtrxGr22BlhDKax9mrAWmNbLnhd7FiIHPR42Bz9V0x1mRLpUY4FLYeRbCMd+NekWhcTOobyg5gvDbLXESXahLKk2ycV0ks+de2Ig8xVL50jkNhUlOB8NTySPFi9sRynWVlL8WfmMLNWEg4Kgt2UArKf0wMNpPbQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
buseireann.ie,Live (HTTP),v=spf1 ip4:194.106.151.242 ip4:5.61.115.64 ip4:206.142.217.19 include:_netblocks.mimecast.com include:spf.amris.com include:spf.protection.outlook.com include:nw002.com -all,Not found,v=DMARC1; p=none; rua=mailto:1682ed89ae77559@rep.dmarcanalyzer.com; ruf=mailto:1682ed89ae77559@for.dmarcanalyzer.com; fo=1;
indigo.ie,Live (HTTP),v=spf1 ip4:159.134.118.0/24 ip4:213.94.190.10/27 ip4:86.43.60.0/24 ip4:86.43.56.163/28 mx ~all,Not found,v=DMARC1; p=none; pct=100; fo=1; ri=3600; rua=mailto:7196881a@inbox.ondmarc.com; ruf=mailto:7196881a@inbox.ondmarc.com;
virginmediatelevision.ie,Live (HTTPS),v=spf1 ip4:193.120.86.135 ip4:193.120.86.133 ip4:83.71.194.199 ip4:79.140.139.0/24 include:spf.liberty.biz include:lgsmtp.spf.upcmail.net include:mx.spf.upcmail.net include:custhelp.com include:nw010.com ~all,Not found,v=DMARC1; p=reject; sp=reject; rua=mailto:jn2qdxcl@ag.eu.dmarcadvisor.com; ruf=mailto:jn2qdxcl@fr.eu.dmarcadvisor.com
gleesonsport.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.184.109 +ip4:35.214.180.85 include:_spf.mailspamprotection.com include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCzjxxiGEkywycPIyPN43C1B3d/14dw77WmXlIj2MtHK0edix6XG+7C56g+09wss7WlvrRhjbcZqD/YJ1hg+XMiNdm+Zrg1Kq47t79VyrIPxVQVhdOmOM2e5o+d4/2cDIPu65fIdmPw/Uzo4B4F/XMJB1pUl2T+x7Qq3cp8JzpjfQIDAQAB;,v=DMARC1; p=none; rua=mailto:dmarc@gleesonsport.ie
agriland.ie,Live (HTTP),v=spf1 +a +mx +ip4:52.212.115.83 include:spf.sendinblue.com include:spf.protection.outlook.com include:spf-eu.emailsignatures365.com include:spf.emailsignatures365.com ~all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDeegHdzQUD7FpS00gyh4P9CVuHfG7wkdvJVttr25a4cN4U3brOdOPzofeA9UGmbzMJvudRDkLUyio1ZA2DzZwP04GDcc0dzPG37QwNK72zg/OEjB9NE9EtewqgU2iqudSyh2vPf5952sWbY+9kzG/QOP4EcN4m2Z1GguEaZ4YkWQIDAQAB;,v=DMARC1; p=none;
guineys.ie,Live (HTTP),v=spf1 include:_spf.google.com include:amazonses.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAykneg2XvDcLZ+MYenJ23pUG3q3UNspo9SKyvGUguStWDHelSoRFQzJaDCsXwnw6pBX6oVF+Wexg8iUGZvAEeapLhC4iF39PcBENdV1kHTxWkhvlqCkOxHKj1Hl64gkwFvO1Gg9l7omLEwWFSvCxbEE5Wc89opBLQubLsR2xUzYkQWgshhvTpNDNM9MEozEZym  \ \Y8CcaC6Bsej+iFvG5g02idbJP3Xb/zYpxtndT7EdClcF2Z/mP6ItZ84i5fcSPHJGhXYz6kvKbiYNveO9eWSpJhoiEFogCaZfja7txSsDEkqFMuftoO9gsB+vsqFU5pNSy7ypU33fb3NP0cngXTPUwIDAQAB;,v=DMARC1; p=quarantine; sp=none; fo=1; ri=3600; rua=mailto:a5a42ba2b3664dd2b7bb876759b9e53c@dmarc-reports.cloudflare.net,mailto:guineysie@rua.agari.com,mailto:orders@guineys.ie; ruf=mailto:guineysie@ruf.agari.com,mailto:orders@guineys.ie
glassdoor.ie,No response,v=spf1 include:_spf.google.com -all,Not found,v=DMARC1; p=reject; rua=mailto:postmaster@glassdoor.com;
tus.ie,Live (HTTP),v=spf1 mx  ip4:193.1.187.229 ip4:193.1.204.215 ip4:52.19.242.175 ip4:54.247.168.53 include:spf.protection.outlook.com include:tcmailservice.targetconnect.net a:mail.mindaclient.com include:amazonses.com include:25573955.spf06.hubspotemail.net -all,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCttJcyTIeOh7qi2SvUQGEr4FkLsnVZUa1QUNdk90RfLwH2TE7CL1Y0Epqp6xhp6lClRbqkCHPymlpw8f5un/OF+SC7ElX7LJPcYsgHaQHQnvVbqfJLOfCRh2o2ZXl45BdvJngrRUI2Hrdhhm/5LQNu/rohlyqTrlfU+N1g3zfBpwIDAQAB;,v=DMARC1;p=none;rua=mailto:dmarc_reporting@tus.ie;ruf=mailto:dmarc_reporting@tus.ie;rf=afrf;pct=100
thebikerack.ie,Live (HTTP),v=spf1 include:zoho.com ~all,Not found,Not found
garda.ie,Live (HTTPS),v=spf1 mx ip4:137.191.224.102 ip4:137.191.224.122 ip4:137.191.224.89 ip4:137.191.225.35 ip4:137.191.225.37 ip4:169.254.231.133 ip4:169.254.39.133 ip4:193.178.100.71 include:spf.protection.outlook.com -all,Not found,Not found
shaws.ie,Live (HTTP),v=spf1 redirect=_ssh4o8uuy.sdmarc.net,Not found,shaws.ie.dmarc.sdmarc.net.v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:a.sh4o8uuy@sdmarc.net; ruf=mailto:f.sh4o8uuy@sdmarc.net
lottery.ie,Live (HTTPS),v=spf1 ip4:217.112.145.162 ip4:217.112.145.163 ip4:154.50.193.18 ip4:168.245.21.201 ip4:185.81.100.0/22 ip4:54.93.78.134 ip4:59.93.137.237 ip4:54.93.151.48 ip4:54.93.154.157 ip4:54.93.162.246 ip4:89.124.244.132 ip4:149.6.4.100 ip4:85.255.23.11 include:spf .protection.outlook.com include:mail.zendesk.com include:_spf.psm.knowbe4.com include:spf.mandrillapp.com include:servers.mcsv.net include:spf.eu.signature365.net -all,Not found,v=DMARC1; p=quarantine; rua=mailto:h9pgmkye@ag.dmarcian.eu; ruf=mailto:h9pgmkye@fr.dmarcian.eu;
lentiamo.ie,Live (HTTP),v=spf1 +a +mx +ip4:178.79.134.19 +ip4:46.101.4.51 +ip4:199.102.228.136 include:mailgun.org -all,Not found,v=DMARC1; p=quarantine; pct=20; rua=mailto:dmarc@lentiamo.ie; ruf=mailto:dmarc@lentiamo.ie; sp=quarantine; fo=1
buzz.ie,Live (HTTPS),v=spf1 mx ptr ip4:89.101.141.133/32 ip4:83.71.187.128/25 include:spf.protection.outlook.com include:_spf.google.com ~all,Not found,Not found
studynotes.ie,Live (HTTP),v=spf1 a mx include:_spf.google.com  ip4:72.47.228.0/22 ip4:72.47.247.153/30 ip4:216.70.64.0/24  ~all,Not found,v=DMARC1;  p=reject; rua=mailto:b13b26a68c0c48efa9e1eb5033f08c92@dmarc-reports.cloudflare.net
homestoreandmore.ie,Live (HTTP),v=spf1 ip4:194.145.2.71 ip4:213.174.201.221/30 ip4:188.65.116.179 include:spf.mailjet.com include:mail.zendesk.com include:spf.ess.de.barracudanetworks.com include:wappmail.com include:_spf.salesforce.com a:production.eu01.homestoremore.demandware.ne t -all,Not found,v=DMARC1;p=quarantine;rua=mailto:dmarc@homestoreandmore.ie;ruf=mailto:dmarc@homestoreandmore.ie;fo=1;adkim=r;aspf=r
corkbeo.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:dmarc@corkbeo.ie; adkim=r; aspf=s
makeup.ie,Live (HTTP),v=spf1 mx a ip4:135.181.183.230/32 include:amazonses.com -all,Not found,v=DMARC1; p=none
tempted.ie,No response,v=spf1 +a +mx +ip4:206.198.225.44 +ip4:185.145.13.66 +ip6:2001:bb6:1b00:1c58:d9eb:3c19:7938:9ced +include:_spf.google.com include:relay.mailchannels.net include:spf.temptedlive.hypernode.io ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAum1VHIj6HlzWEaQOVjteSCgG3m+jSs+8UKca3qot655xEm7W3p+o7TwbUhSjzn38/daUHMwZsosJF/ilOYR1LtEX6aNy4417BnsH3iahrThAGiggpHnxVTD01g8GU9j6z8nnxespxO1QibGaaxb5qfgAMDrLRwCwvwwXh/2k/eZmxxPyndbFzQFlmcAsoLUQg 9ctXnTEaxWz55G2uXSNt9iFTKGQMKP1UOPBkphWkyy+gMuSB8JWVR6Efk9fROcssPNqV2JPh5WCi69aqpyW0J6VhPGCk9pRfyjKkMcPRQBjjECYyUjNKDpqgfBIX2AjGtlIPUccU6dw2HETJJMytQIDAQAB,v=DMARC1;p=none; rua=mailto:37882da7f4584e20926eb92b546aec10@dmarc-reports.cloudflare.net;
therunhub.ie,Live (HTTP),v=spf1 include:zoho.com ~all,Not found,v=DMARC1;  p=none; rua=mailto:7c2f64549f7c4fab98015179d1fd15c0@dmarc-reports.cloudflare.net
modern.ie,Live (HTTP),Not found,Not found,Not found
elliottsfancydress.ie,No response,v=spf1 a mx ip4:173.208.48.249 ip4:185.197.61.118 ~all,v=DKIM1; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA48k6ME6i1lH0UfFl7vH60NTqxfJWvwt6fRr3DdRsu89J4InKzQghPkRw2Bs5cU+A25cvZl8S9HNorMn/HaLhswpPXYHamyduyhDnVZeBaGMfDpZlDj71pED4BSaXqbN63gNEDfO2JyNTNJhRLbaJxRCSOrOVIjTJzlJjtR34F1FGW2OWCldivZsdtyD49xv8+DPApngY 4Zu9hTWjDY4OrlfYEJFgwQECOm4iFwxeu5uvmxjQ79rp/O7z0zxzQd+BeClvZhGhPi5qcSD/T/X5/107yOJ9XSx+/HaMwZiLOHRsj+a2lkJF2dGu3szKiywhxrfMQ46umkCfRy4E8/D6qQIDAQAB;,Not found
nationalarchives.ie,Live (HTTP),v=spf1 a mx ip4:137.191.239.66/32 ip4:137.191.248.232/32 include:spf2.tibus.net include:eu._netblocks.mimecast.com ~all,Not found,Not found
colgansports.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto: rua@dmarc.brevo.com DKIM:k=rsa;p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDeMVIzrCa3T14JsNY0IRv5/2V1/v2itlviLQBwXsa7shBD6TrBkswsFUToPyMRWC9tbR/5ey0nRBH0ZVxp+lsmTxid2Y2z+FApQ6ra2VsXfbJP3HE6wAO0YTVEJt1TmeczhEd2Jiz/fcabIISgXEdSpTYJ hb0ct0VJRxcg4c8c7wIDAQAB
herald.ie,Live (HTTP),v=spf1 include:mailcontrol.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarcreports@independent.ie
meagherspharmacy.ie,Live (HTTP),v=spf1 include:blacknight.ie include:amazonses.com include:spf.mailanyone.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@meagherspharmacy.ie; ruf=mailto:dmarcreports@meagherspharmacy.ie; fo=1; pct=100
thecostumeshop.ie,Live (HTTP),v=spf1 include:_spf.createsend.com include:smtp1.uservoice.com include:control.snazzy.ie  ~all a mx  ip4:217.115.113.29,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1P50rhSvCsxWg/CXI0Cpt0jWHvmnd9CyFDfJCeiamracQ4YjAzXRHYk31+XLvsDsEMYKH2dnixiUMJWqsZkpXd8JI5i7/R33GpTo/Vo6leM0NoOixoPW9dWy89VGMpvwD7kQpJsLocCr75+k21rWESORRw6XUlE3bJLzifgaqlLBotVCnEoKIRHZt/31GV//p 4ZJZvwqPdcktJvqslgf0HtKHUYjo4kgVFezFe+klspkjMHoMl+qqNgCLUAQLpRsgFKaGC5WYMNLLbzrm0wYYpHxmFFskjbCiFmi2pGLQm+XZLHQDL+sXW4AZbek0Bo82IewpQgXcbka76vFDXiaMwIDAQAB;,v=DMARC1;p=none
goss.ie,No response,v=spf1 a mx include:_spf.google.com include:_spf.elasticemail.com ~all,Not found,v=DMARC1; p=none;
farmersjournal.ie,Live (HTTPS),v=spf1 a mx ip4:5.149.174.219 ip4:46.22.136.28 ip4:5.149.174.221 ip4:5.149.174.222 ip4:52.209.60.130 ip4:46.22.138.149 ip4:46.22.135.85 ip4:46.22.135.84 include:amazonses.com  include:o365.crossware.co.nz include:spf.mailjet.com include:spf.mandrillapp.com include:spf.protection.outlook.com include:24904274.spf01.hubspotemail.net ~all,Not found,v=DMARC1; p=none; rua=mailto:aggrep@farmersjournal.ie;
brendanreid.ie,Live (HTTP),v=spf1 mx a include:spf.mail.xsellco.com ~all,Not found,v=DMARC1; p=none;
aib.ie,Live (HTTPS),Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email
gettyimages.ie,Live (HTTP),v=spf1 include:_spf1.gettyimages.com include:_spf2.gettyimages.com include:_spf3.gettyimages.com ~all,Not found,v=DMARC1; p=none; rua=mailto:46b8708e09fb858@rep.dmarcanalyzer.com; ruf=mailto:46b8708e09fb858@for.dmarcanalyzer.com; fo=1;
fields.ie,Live (HTTP),Not found,Not found,v=DMARC1;p=none;rua=mailto:5c24bb83465d638@rep.dmarcanalyzer.com,mailto:dmarc@fields.ie;ruf=mailto:5c24bb83465d638@for.dmarcanalyzer.com,mailto:dmarc@fields.ie;fo=1;
nuim.ie,Live (HTTPS),Not found,Not found,v=DMARC1; p=reject; pct=100; aspf=r; adkim=r;
echolive.ie,Live (HTTP),Not found,Not found,Not found
airbnb.ie,Live (HTTPS),v=spf1 -all,Not found,v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:a4v1jq9a@ag.dmarcian.com;ruf=mailto:a4v1jq9a@fr.dmarcian.com;aspf=r;adkim=r;fo=1;ri=3600
moonbehindthehill.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,v=DMARC1; p=none; rua=mailto:hello@moonbehindthehill.ie
nationalparks.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; fo=1
spiritclothing.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:dmarc@properr.com
iccl.ie,Live (HTTP),v=spf1 ip4:193.189.141.33 include:servers.mcsv.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
rip.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:mailgun.org include:_spf.getresponse.com include:_spf.hostedemail.com -all,v=DKIM1;k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC2/QqKKYpUg6Y06L+XiJR2ACiFTIKwQjqyz0Ax9LbbV0x3OFlEzgfTBs0Ay0qLiaTP/IJTay3fAt/eyKv4fuUYtzk6oaFelwEv4Gb2W07AhXBOn860TXEl/mW2WLIZBF/Nr3rjdz8PoqKW6Z5oAWyuizKqoLHnkEoTUHUyA8Pv+wIDAQAB,v=DMARC1; p=reject; pct=100;rua=mailto:admin@rip.ie
outbackjacks.ie,Live (HTTP),v=spf1 include:emailsrvr.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:technicalservices@intelligentretail.co.uk
therapyboutique.ie,Live (HTTP),v=spf1 a mx ip4:87.117.230.232 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6Vbt1UZKsumqM1yPlnEhXluUfvgM4uZ7umsQ+mfltvqugCwm8RJyDyjkfmGKq4zWkfL9gwJ9tibG68mHjARf6/Q hVEli/5QoBhfiU2j3lpGBZnRR2EoULVxF61sR5ObEy5RqD+Cup1jP2XvAc/xhosRrT24egmea86V78wNpkC9UKTJCRYKItxz3SB6cIK9iv1r/1g9TrarhFbZru/0opwiz8eCI2UHDQfExkr13+h+tJ 3kBD2FLLzM91Y8tu9cFhxWzNuxzy7iiXa4xtPAgDt9g/V5mx2Fr5wezDWU9kIUgPB103GomA1SE7FqXKKA91D4kBXRqo2rPlQHiPNdAmQIDAQAB,Not found
designerexchange.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=none
fsai.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:137.191.237.116 -all,Not found,Not found
cliffsofmoher.ie,Live (HTTP),v=spf1 a mx include:mailgun.org include:spf.protection.outlook.com include:spf.elive.net ip4:148.252.14.222 ip4:78.153.201.159 ip4:78.153.201.160 +a:cp.myhost.ie -all,Not found,v=DMARC1;p=none;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
weirandsons.ie,Live (HTTP),v=spf1 ip4:91.220.45.40 ip4:91.220.45.41 include:spf.protection.outlook.com include:spfa.mailendo.com include:servers.mcsv.net include:sendgrid.net -all,Not found,v=DMARC1; p=none; pct=100
15.ie,Live (HTTP),v=spf1 +a +mx +ip4:185.224.198.92 +ip4:217.78.11.92 +ip4:217.78.1.157 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1mdXsjCSZ5bfKqeS/8Am3Imvhxt/TE+7aNLjAQ3n3CqzOOiUEzKCDNx1F6ctMH+mKMRSCrPjnkGvinIj+MWigVGthUbMFT8LrvNnILSiwF6XMHep3DMgvgfies3dTfB1tIH93EYsa63wIPvG0r25nNH+mHuvPfHc0/CnmKh+6gdNdR8/PofgtdVWnNJG0k3dO l2F/mhGZMc7McNJjjfwPOTUUInbSphzHUBz7cwFAFoEuNGvc0NXK2epf+va9XwEy4S4w24WByFzhX727X5dxSMnr+fUccidZpJKW04x1Vk//dwMalQpvb9e1R10Ou0sDhT65GMeHzmknutoh8RtiwIDAQAB;,Not found
limerick.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; rua=mailto:itsupport@limerick.ie; ruf=mailto:itsupport@limerick.ie; fo=1
adamsjewellers.ie,Live (HTTP),v=spf1 a mx include:ranges.visualsoft.co.uk include:ranges2.visualsoft.co.uk include:spf.cloudeu.xion.oxcs.net ~all,Not found,Not found
blundstone.ie,Live (HTTP),Not found,Not found,Not found
eir.ie,Live (HTTPS),v=spf1 redirect=artjx7qv._spf._d.mim.ec,Not found,v=DMARC1; p=reject; rua=mailto:43d2a51221e5201@rep.dmarcanalyzer.com; ruf=mailto:43d2a51221e5201@for.dmarcanalyzer.com; fo=1;
rollercoaster.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.mailjet.com include:servers.mcsv.net -all,Not found,v=DMARC1; p=none; rua=mailto:6c46e6998a6d330@rep.dmarcanalyzer.com; ruf=mailto:6c46e6998a6d330@for.dmarcanalyzer.com; fo=1;
techcentral.ie,Live (HTTP),v=spf1 include:servers.mcsv.net ?all,Not found,v=DMARC1; p=none;
corkcity.ie,Live (HTTP),v=spf1 include:sendgrid.net include:spf.protection.outlook.com include:_spf.psm.knowbe4.com include:amazonses.com include:spf.mailjet.com include:one.zoho.eu ip4:34.253.61.97 ip4:137.191.227.194 ip4:137.191.227.234 ip4:137.191.237.194 ip4:213.143.154 .166 ~all,Not found,v=DMARC1;p=none;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
logues.ie,Live (HTTP),v=spf1 ip4:91.210.235.160 include:spf.webhostingireland.ie +mx +a ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuM/0Ih/ClQNqjwWJELWegnRnegffUuZfedGO7yJsdRASmBMeWSoB5qHDD48DInjIwTq59eKvljU1xFQ2fc0LLEucTejucsFOHPE3+jUNVQbLYVoUxT/JMeB6K4X440wMm33wIekyBSGJGLOZV71OF47IDf6CYEUaw+uAMyeTqht1lVlQ4+SqLV8EodSjOyoau 0Z1jfpHJCBPW+3jASvoXvuj4TEu7dC/j4nhj0Pl2SHzTvlLtqP/IxwjKvgoMc4pxG4NLCywy+zRcI0L/sYXw9jvlOPr96OYwl/pioS6/DPluqwFRYqlXXaNYDSOx59xJFuF1ebfu7UUFex1DjZJHwIDAQAB;,v=DMARC1; p=none
tinet.ie,No response,Not found,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;
shoelace.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
novibet.ie,Live (HTTP),v=spf1 include:_spf.google.com include:sendgrid.net include:mail.zendesk.com -all,Not found,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@novibet.ie;
dailyedge.ie,Live (HTTP),v=spf1 include:servers.mcsv.net include:_spf.google.com include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=quarantine; ruf=mailto:dmarc@kk4u0r9n.uriports.com; rua=mailto:dmarc@kk4u0r9n.uriports.com; fo=1; adkim=s; aspf=s;
theoutdoorshop.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.140 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1DpgTw+kZbg2I/NiY2kpDUk9j8t3eKDyxv7aFqXDJ8n6nlMbIQPp4MnfBjMkyAprzbVG8RdH/GmVx0uv8tKI89HoKlXRj6Km10FTVa6NV1tg2Kc/dpHQRXI1h0F9h/3S9zf0+zstZnyjf5Fs9CbiwUkJ13rE6BFfROA/Pjo7ChqjgTPLAS14ch/1aisrFVbyw qnuhnaWZdqtj4tcjusvExYgQsxtPLjRsGT2UZvT39L8H8nMCmiHNeRx/vl57iOo0PSv1pll1aHwHtMxbBrEXd1ScJ3KlwrP3FWc7GsQwJ3pchZqebF4Jb1yQUfVdmHeSKVfgR3YxJHz7i+j9RBvbQIDAQAB;,v=DMARC1; p=none
enterprise.gov.ie,Live (HTTP),v=spf1 ip4:137.191.224.104 include:_spf.createsend.com include:_spf.psm.knowbe4.com ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:bfa65a29@inbox.ondmarc.com; ruf=mailto:bfa65a29@inbox.ondmarc.com;
altitude.ie,Live (HTTP),v=spf1 include:zoho.com ~all,Not found,Not found
inis.gov.ie,Live (HTTP),Not found,Not found,Not found
three.ie,Live (HTTP),v=spf1 ip4:62.40.38.69 ip4:18.168.51.200 ip4:18.168.140.58 a:ironport.three.ie include:amazonses.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:eu.khoros-mail.com include:_spf.salesforce.com ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:three@rua.netcraft.com; ruf=mailto:three@ruf.netcraft.com
dublinbus.ie,No response,v=spf1 ip4:194.106.151.242 include:_netblocks.mimecast.com include:spf.protection.outlook.com include:_spf.mlsend.com -all,Not found,v=DMARC1; p=reject; rua=mailto:1682ed89ae77559@rep.dmarcanalyzer.com; ruf=mailto:1682ed89ae77559@for.dmarcanalyzer.com; fo=1;
buckleycycles.ie,Live (HTTPS),v=spf1 a include:spf.blacknight.ie a:cp.yourdotser.com ~all,Not found,Not found
fabucci.ie,Live (HTTP),v=spf1 +a +ip4:213.129.84.87 +include:spf.solardns.com +ip4:91.121.231.60 +include:spf.blacknight.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0TKrp9QM+Cl5m7+0EW3aISxIdmmck5i8yJCziXqF9a9tJjWqTPXXkoLKFbrUYZ7a1BWpvRaJoHYzrCM89J6kqbsMbwerSlL2ABxka5mPoDeoLs6PyR5G0pFPw4DNnW2xbJzV0Zh83ipd4QAYQ/6zxKR+vIKrkbomxuixMthpZsMmEaSZWIu52b9aiaoiy4nYd nUzQbULeqhFJ1ltVHbgrTqtcMzzqbzugGQ87vYWr+paCFhaS8fKiwNlLcWPuxzrrgfKibLjDxYSbxJO0abBZqPTva6INarRed6PNaXtNf5ujKR5GCVbUbHFNoDiMU1DFHvcBKAizZLbYvOVhAW7cQIDAQAB;,v=DMARC1; p=none; rua=mailto:admin@cadamedia.ie
hea.ie,Live (HTTP),v=spf1 ip4:193.1.200.58 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; pct=25; rua=mailto:dmarc.agg.reports@hea.ie,mailto:0af754660aa7778@rep.dmarcanalyzer.com; ruf=mailto:dmarc.for.reports@hea.ie,mailto:0af754660aa7778@for.dmarcanalyzer.com; rf=afrf; sp=reject; adkim=s; aspf=s; fo=0:1:d:s
rsa.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com ip4:137.191.230.2 ip4:137.191.230.18 ip4:83.147.149.210  ip4:20.157.111.70 ip4:20.93.56.62 ip4:137.191.230.34 ip4:169.254.13.99 ip4:169.254.205.99 ip4:82.198.129.243 ip4:217.114.169.164 -all,Not found,v=DMARC1;  p=reject; sp=none; rua=mailto:67755691eefc4c76998ce5d92a16fad9@dmarc-reports.cloudflare.net; ruf=mailto:dmarcnotifications@rsa.ie;
fai.ie,Live (HTTP),v=spf1 include:amazonses.com include:spf.exclaimer.net include:sendgrid.net include:servers.mcsv.net include:spf.protection.outlook.com ip4:46.22.133.49/32 ip4:89.204.255.0/24 include:_spf.salesforce.com include:authsmtp.com ~all,Not found,v=DMARC1; p=none;
vodafone.ie,Live (HTTP),v=spf1 include:spf2.vodafone.com ip4:167.89.0.0/17 -all,Not found,v=DMARC1; p=reject; rua=mailto:adeeb5c538f9684@rep.dmarcanalyzer.com; ruf=mailto:adeeb5c538f9684@for.dmarcanalyzer.com; fo=0
courts.ie,Live (HTTP),v=spf1 mx ip4:137.191.225.98 include:spf.protection.outlook.com include:thecourtsserviceofireland.nw007.com -all,Not found,v=DMARC1; p=reject; rua=mailto:zkoiindl@ag.eu.dmarcian.com,mailto:cybersecurity@courts.ie; ruf=mailto:zkoiindl@fr.eu.dmarcian.com; fo=d; adkim=s;
anpost.ie,Live (HTTP),v=spf1 ip4:78.153.200.139 ip4:83.71.197.30 mx include:spf.protection.outlook.com include:spf_c.oraclecloud.com ip4:52.155.248.80 ip4:52.158.43.182 ip4:167.89.86.131 include:sendgrid.net -all,Not found,v=DMARC1; p=none; pct=100; ri=86400; rua=mailto:DMARCreport@anpost.ie; adkim=r; aspf=r; sp=none;
orahellysports.ie,Live (HTTP),v=spf1 +a +mx include:orahellysports.ie.spf.auto.dnssmarthost.net include:_spf.elasticemail.com ~all,Not found,v=DMARC1; p=none; aspf=r; adkim=r;
cottonkids.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
herfamily.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:sendgrid.net include:spf.EU.exclaimer.net ~all,Not found,Not found
