Domain,Website Status,SPF,DKIM,DMARC
connectgroup.ie,Live (HTTP),v=spf1 ip4:190.180.145.98 ip4:190.180.145.25 a mx include:relay.mailchannels.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnjY/uEspJLevmfyIlseAC9aN0XG20f8CQ4Xo+oRwbfRYJhXpc249LSDWcftPJwrHgI8T0n/RMkc8MOlSAImnGHf4FTnCbGU3gsawQO54Y1bNWT+ULaLSLjvwIvrrl2+alOBOd5LZ4jVwu/NAP4q8Wwnh0/Q8zuOXgwiL7sWBmXLLPBj21ijw8PPsLqQsF5l+k GZm2D8p+xMLgKbX43r41ByOw105OQcol0pbimJCM7zW54paaFIV1Q6wmC4uvXAqeTQFhYqwip/EOqCSchcVCrX89kzcw8VwMFMByd8e48/dd3/oyqTm0efoKkXkkslDiQAhE6VtLFxSLveWaqmtlQIDAQAB;,v=DMARC1;p=quarantine;pct=100
tnt.com,Live (HTTP),v=spf1 include:spf-0002ee02.pphosted.com a:smtp-out-colo.dmz.fedex.com a:smtp-out.dmz.fedex.com include:spf-00348201.pphosted.com include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=quarantine; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc@fedex.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc@fedex.com; fo=1
alltrans.ie,Live (HTTP),v=spf1 ip4:185.108.130.131 +a +mx +ip4:78.31.104.234 include:8338112.spf03.hubspotemail.net include:spf.protection.outlook.com include:spf.eu.signature365.net -all,v=DKIM1,v=DMARC1; p=none; fo=1; rua=mailto:rua+alltrans.ie@dmarc.barracudanetworks.com; ruf=mailto:ruf+alltrans.ie@dmarc.barracudanetworks.com
harbourinternationalfreight.com,Live (HTTPS),Not found,Not found,Not found
superiorexpress.ie,Live (HTTPS),v=spf1 ip4:46.4.83.175 ip4:162.144.32.188 ip4:139.162.201.221 ip4:77.104.129.94 ip4:86.47.96.190 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p= quarantine; sp=none; fo=1; pct=100;
cosgravetransport.com,Live (HTTP),v=spf1 a mx include:spf.elive.net include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsUO8AaHQLtvG4lLBVYzlJjJzs9aHrRFz0M14y7IlIwBTTUfSXRekS+A1TNR9Tgj0NqNhvYeUbynOKuDmUG1JYN+UCU+tzAEbCuVoPYgVw3RaQavCQwAarNGV3Se1ceWNqZ6BCB7i38j2rIUOvxHKruVcZ3+EtmJfgJUtMPQVv7F2TL/48ttCvdzFYm9oBgp a+ 9F25HRm7kSXyOPVsDyXF6MC4bXEB3M8jMFes5rmY6eimv8eDnicQHWyz526a5XxXcDnG+0Y28u2VDvkZzt3ujL/eKGIUDHJ4UXF0G6BTDTAeTmguJcP2IbyXAFReKJ40FvY+L46H0KbdlAACPt2KQIDAQAB;,v=DMARC1; p=none; rua=mailto:support@paqit.com;
cmdltd.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf1.cmdltd.metakeeper.com include:_spf.elasticemail.com -all,Not found,v=DMARC1;p=none;
wrightsofmarino.com,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
fisheriesireland.ie,Live (HTTP),v=spf1 a mx include:spf.topsec.com include:spf.protection.outlook.com include:sendgrid.net include:spf-eu.emailsignatures365.com include:_spf.psm.knowbe4.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAspcvE14wYuN8Er9AR+/O8R7BxL+/xDFqyZihRDsS/YLK5CMcqvNK4rOju13ZF647fEQLwNAgSAPNZ/5QwMRRidqSRpWU3829XZ4Z48O6kdbjeSSbIccRO2RXDMYkl8ACftFT3+k3GqdqUKmnRVGqount412FaxWegzWj0wbOvJFWcmbd5SmEuVYW7wP8 H6430KQNV1Huknbkt95i3K6+8sY089EhmAtPTYmQ8+q09xv3dfZJpy9/yCruyXwTokiOXH+Y7rLuYhpivuCtvDFQFjnq3WGJQ9uKiUMEpHKV8MBRECxyA5QzaISequX53RNP1Hs7KDDyOuQEfHXGngLrvQIDAQAB;,v=DMARC1;p=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1;
cuhcpc.ie,Live (HTTP),v=spf1 include:spf.hornetsecurity.com ip4:82.141.252.58 ~all,Not found,Not found
corkfertilitycentre.com,Live (HTTP),v=spf1 +a +mx  include:spf.protection.outlook.com ip4:89.101.214.6 ip4:89.100.116.153 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4dBJkJADiyIv+gzPxt94C4FATdEuOHrrK2VXEB9SLHlKn291FcsVogOpKrwX2yNcyLbT2IgbE1gYIatKWn8K77qhuG7iFHjREKi5fGxIbpiomKJ8Ljs9ROsasMUkNHl7VEZhAgchFhKwEuHnXCE7jfYxgcQfWtFmZPxMn5nHLtyF3BmKQewauXRuhsi2kdFV6 h9fbOE8qteQG9+Yrk/oyEfPmu6h2z14uaKQPrbCyaL7qD1GnDMZeeg6TQisypfdireCOLdjMSiL8dcnD3Qi9xdVOuQ5D1WSGEuQ8Ex8Oa/1oSgNtZw7APa7l5aC5vrkwqOoHRbTFnt7hB7YVrbOkwIDAQAB;,Not found
stjamesprivateclinic.com,No response,Not found,Not found,Not found
aiseiri.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.ess.de.barracudanetworks.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc-reports@aiseiri.ie; ruf=mailto:dmarc-failures@aiseiri.ie; sp=none; aspf=r;
thekeoghpractice.ie,No response,v=spf1 a mx ptr ~all,v=DKIM1; k=rsa; t=y; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuI8UdlUlx3LyIknLpqqy/hURIcBfLXXZSiTscIueoYmse6VyyAXHfJIc0eVfLEE6vF3I5hMNN9c8mivDR2PbnANhVOXtN/FmSyAD8iDKLaIPU0iLRzPaqD9yJYQp6EJL+IwRIdoxbuF3G2XXOOY0d576JEkUxiSn2NijwclI2A0L+HQFMxn3Z5k+tp/V bU5mr1gu7hUfMZbz064ttF5DCXzpQVvEKxcNYqaj0Aotb82GU4OfJpaZstF8lWUbHMKmVP3ELGcq/zKiPY3wDb2go8gEG14yfZ7uGl2Hf32bv19drzjEPLnUDZ8HuE5VuRArh5tKLjH7SHNvw9mOi2gkIQIDAQAB;,v=DMARC1; p=none;
partnershipcork.ie,No response,v=spf1 mx a ip4:194.125.128.221 ip4:77.107.206.59 include:_spf.snwlhostedeu.com include:spf.protection.outlook.com ~all,Not found,Not found
welfare.ie,No response,v=spf1 include:_spf.circulator.com include:_spf2.circulator.com mx ip4:193.178.95.14 a:mail1.welfare.ie ~all,Not found,v=DMARC1; p=reject; rua=mailto:e469da9c3a54521@rep.dmarcanalyzer.com; ruf=mailto:e469da9c3a54521@for.dmarcanalyzer.com; fo=1;
welfare.ie,No response,v=spf1 include:_spf.circulator.com include:_spf2.circulator.com mx ip4:193.178.95.14 a:mail1.welfare.ie ~all,Not found,v=DMARC1; p=reject; rua=mailto:e469da9c3a54521@rep.dmarcanalyzer.com; ruf=mailto:e469da9c3a54521@for.dmarcanalyzer.com; fo=1;
donegaletb.ie,Live (HTTP),v=spf1 ip4:185.43.232.181 +ip4:78.137.164.107 +ip4:212.147.128.121 +include:spf.dcsnet.ie +include:amazonses.com +include:spf.antispamcloud.com +include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwVdgrQM1qwhheevieWOzJ05e42jmIqKWDHdekPdsQYbDyUY9/iTwK43bd7Ju8rsP5120TF/OMSVrA4FRqTR81oVtM8pgg4/F8XyUAkJdlzCrJbfryjFUiNXJ02cBjlu+zt8A6IFhY+dnUApXHI8vp6ULJceNmdgN74fKYqcNqfX56ggLGzej7iQsivB43xX5T 21JvtuwZ8BXeEuo/+7pVj1H5/KKq7vEUV4KJn4lIXdeVW9SQ1if1k/GGD2NngYilNZSKLNHFwunjohhj1AuX1aD0yJ2NXFgHZ43O8Xw7VY+0CSgnyUNkJV+hpVApA7YLhwDDAxLpDwLmSPPke924wIDAQAB;,v=DMARC1;p=reject;sp=reject;adkim=r;aspf=r;pct=100;fo=1;rf=afrf;ri=86400;rua=mailto:dmarcreports@donegaletb.ie;ruf=mailto:dmarcreports@donegaletb.ie
dldc.org,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
fisheriesireland.ie,Live (HTTP),v=spf1 a mx include:spf.topsec.com include:spf.protection.outlook.com include:sendgrid.net include:spf-eu.emailsignatures365.com include:_spf.psm.knowbe4.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAspcvE14wYuN8Er9AR+/O8R7BxL+/xDFqyZihRDsS/YLK5CMcqvNK4rOju13ZF647fEQLwNAgSAPNZ/5QwMRRidqSRpWU3829XZ4Z48O6kdbjeSSbIccRO2RXDMYkl8ACftFT3+k3GqdqUKmnRVGqount412FaxWegzWj0wbOvJFWcmbd5SmEuVYW7wP8 H6430KQNV1Huknbkt95i3K6+8sY089EhmAtPTYmQ8+q09xv3dfZJpy9/yCruyXwTokiOXH+Y7rLuYhpivuCtvDFQFjnq3WGJQ9uKiUMEpHKV8MBRECxyA5QzaISequX53RNP1Hs7KDDyOuQEfHXGngLrvQIDAQAB;,v=DMARC1;p=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1;
dbei.gov.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:bfa65a29@inbox.ondmarc.com; ruf=mailto:bfa65a29@inbox.ondmarc.com;
doras.org,Live (HTTP),v=spf1 a mx include:_spf.mlsend.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=quarantine; sp=quarantine
southmayo.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
opw.ie,Live (HTTP),v=spf1 mx ip4:193.178.96.208/28 ip4:185.2.65.23 ip4:193.178.96.146/31 ip4:78.153.199.49 include:sendgrid.net include:spf-eu.emailsignatures365.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc-rua@opw.ie
offalyldc.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ?all,Not found,Not found
welfare.ie,No response,v=spf1 include:_spf.circulator.com include:_spf2.circulator.com mx ip4:193.178.95.14 a:mail1.welfare.ie ~all,Not found,v=DMARC1; p=reject; rua=mailto:e469da9c3a54521@rep.dmarcanalyzer.com; ruf=mailto:e469da9c3a54521@for.dmarcanalyzer.com; fo=1;
wicklow.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@paradyn.ie;
breifnecollege.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.dcsnet.ie -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarcsupport@breifnecollege.ie
loretocavan.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:loretocavan.ie.spf.auto.dnssmarthost.net -all,loretocavan.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_e7923dadd87f0d9912aa6da29c833287.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAp2cjqlKbsmTQuujnlX5u9v6jp0kULdrVX+zTmAJ07+gp2t6yZUYphIl4ueFHonXJMNJ/7/VrGHE40Q7CQfIND+cw9nAXqVgh9dTy96UyU8o/J5KND5YnuB1WPJyanTg5/WAWufPkoeUyrXKHSq1QbaF34Efns5rzT0QMSuXT5UtJ2ReBPWi+Y679M/slVW/Yu 5YY848KdiTEw231saKV+AYgL5pJh7gjbfhGtvhDf5AdLX9EwsyilzKuxMOWV/DungNXfPpPket2Qoi3miPtaxYocwixIWP/6MSadlCtXa/AQvxYJqF/57/8pSL7iysBFDTwjCGo/Y4ESfqBaLvq0QIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
ashton.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.brevo.com -all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
bishopstowncs.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
boherbuecs.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
colaisteanphiarsaigh.ie,Live (HTTP),Not found,Not found,Not found
colaistetreasa.com,Live (HTTP),v=spf1 include:_spf.mail.hostinger.com ~all,Not found,Not found
loretofermoy.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
northpres.ie,No response,Not found,Not found,Not found
deelecollege.ie,Live (HTTP),v=spf1 ip4:190.180.145.98 ip4:190.180.145.89 ip4:91.136.49.195 +a +mx +ip4:207.55.255.4 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuPMZvaFgS/BMeziKjuSFq1pgd0jSJIktf2w1e5FOxMBnE0FjHJXwpNR5l+pOtZLuZDSXusGZCOYOsjRlMnw05kgeOAOy8mxeYtD31R06MbKn/ok72qsZ4VSLx8zYHJtdzpsT1bCADG8Kos3PlsUY6DzAmdHKcQQIwUElf7LmNNDgm2sCb4SWy7utCAf60xddy i38KD/kUILVu/Fcv+/J/z8ixbUCUj5XuveTzHotpmc/muaMtMgNgxRejxgx9JGDtyAtQsYCOIcjSj6rV/EA2n77HlGzEJp30cWMG2c25QL1tbMSsA2uPfMN/pjmtxDHmjDPLVfAqq4d78k5yUTwTQIDAQAB;,Not found
ardscoilrisdublin.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
assumptionwalkinstown.ie,Live (HTTP),Not found,Not found,Not found
blakestowncs.ie,Live (HTTPS),v=spf1 include:_spf.google.com include:spf.protection.outlook.com include:servers.mcsv.net include:teamworkdesk.com ~all,Not found,Not found
cbcmonkstown.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
clonkeencollege.ie,Live (HTTP),v=spf1 +a +mx +ip4:185.224.198.57 +ip4:217.78.1.157 +include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0qOMGaY/6vsUEMnVsn3cff6gslXlBGmJ6O+G1rMy4lJxeM+gq9MoUHjs6fiKZhvpn9PyAEt0EokWipR6K/0zLzerZDnodrNebBrRc3BymfRu1yalxR7ZeD7LRlX6W8DSxsBI2ZtIQ8KrLVbikYLnQRU1V7NqXvcqIKrCOYw8nzQOjGm9B6dVySJXukbWiZ79O myPiPifok85ZCQZyrPjAkTyjyX+X1UZ5la2mzDlzKpJByAhx86XW1a4zkifDHlrcmf2/FhbP1X4vzFTDxWCZHxW2qzAHruRKDsyI67dWPG43xToGYalD9edcSt5xVI3HgXv531EbhzKnpEd8EJLPwIDAQAB;,Not found
colaisteeanna.ie,Live (HTTP),v=spf1 mx ip4:89.101.164.123 include:spf.protection.outlook.com -all,Not found,Not found
holyfaithclontarf.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
loretohighschool.com,Live (HTTPS),v=spf1 ip4:78.153.209.30 include:spf.protection.outlook.com include:spf.blacknight.ie -alll,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxF9b6rE3wLLRZYol6Oi0oguO1hfSSFv9iElS3VVfSK1l+jkHn9e4SiY9R7WgNJQRJ10xvfp+efvaNA/DY2mjPPKT4+j5yDYWMP0mmAtbO71qj8vl/M3uvej4NZJb2jUS/+US0IBZrIRGrn8nPgdlztYmy4kXPJ8iQu1VQ+VnHKud7XeKKVleecqYJK/pclhWg myEVBrXw97hqxHFp77o2S7c2ZbEyVKspOYuKtWF04AQEnOat0l3c1izVVgWWErDskPBin3RmJXVZeogF3WX0a9Va0yMur7dGME9tQHVrdIpe6Nw23vb2fn0A2Evvg6MnZa1ifQJVKGnp8DkHS7b/wIDAQAB;,v=DMARC1;p=quarantine;sp=none;adkim=r;aspf=r;pct=100;rf=afrf;ri=86400
mountsackville.ie,Live (HTTPS),v=spf1 +a +mx +ip4:78.31.107.104 +include:relay.mailchannels.net +ip4:109.200.26.186 +include:spf.protection.outlook.com exists:%{i}._spf.inkyphishfence.com ~all,Not found,Not found
oatlands.ie,Live (HTTPS),Not found,Not found,Not found
stcolumbas.ie,Live (HTTP),v=spf1 a mx ip4:185.224.198.155 ip4:185.224.198.249 ip4:87.42.190.134 include:_spf.google.com include:_spf.createsend.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3sqoUOFKluGKHmiTXqWyOoQ16seixdH9iUpuZIPMoXZ+w0r14jPtMetEPerWa7TWgVOaUlWfHXjfNh1BAx5BLEOy2fAQTNcgjob/Dpav98k4eLXjlgW3OmksAZnwPxvG+oz4Od+T8chUXBaacKIgVdYMZ0ILgRN6gDAXnrgE6E1vch91+a+i/QGM4efLMutDB L3LAKgxzYFSWejUYLJ1pYATiW24GWB8+3ACkDdQ7rfifZ8FKfc62wSbi1t70LjgzyeCq5Hg9/uxt2Uib5u+O6gjl1h0RjobWkdo6jcKElUVDGAiBGTiwKsdDchJAF4Loz/DSNvogyNDj013qDDcpwIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
stfintanshs.ie,Live (HTTP),Not found,Not found,Not found
stjosephsrush.ie,Live (HTTPS),v=spf1 a mx ptr ip4:46.244.12.15 include:spf.protection.outlook.com ~all,Not found,Not found
stkevinscollege.com,Live (HTTP),v=spf1 a mx include:spf.blacknight.ie include:spf.protection.outlook.com ~all,Not found,Not found
stkevinscc.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.dcsnet.ie  -all,Not found,Not found
stpaulscollege.ie,Live (HTTP),v=spf1 a include:spf.blacknight.com include:spf.protection.outlook.com -all,Not found,Not found
straphaelas.ie,Live (HTTPS),v=spf1 87.42.112.137/24 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; sp=reject;
teresian.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com mx:schoolmail.aladdin.ie ~all,Not found,Not found
colaisteiognaid.ie,Live (HTTPS),v=spf1 +ip4:66.206.3.250  ip4:23.111.150.226 ip4:185.62.37.155 +a +mx +ip4:54.36.17.64 include:spf.protection.outlook.com +include:colaisteiognaid.ie ~all,Not found,Not found
taylorshill.ie,Live (HTTPS),Not found,Not found,Not found
colaistenasceilge.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
prestralee.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:prestralee.ie.spf.auto.dnssmarthost.net -all,prestralee.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_2e901ef084decad4c9b9c16ce175e733.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoUMeS/jDygXTcS1Sg4z4ZbZ8h8J5c+7GViIgNZ9FFl8hYyNyueLJdt5TEUt0uBsQJqJR6hIKEga9t+gjkAB9972EsJ21Mx4iQ5xINl9Lsz2abXNGOyAaIA2SabDKMrwkHRZ3wWeKNwDqCkaml14/N+sMefDrZ2mPk1UZTY/0RInKlPR6/Gsf7Zy1zGwDgVitV Qn20YK/cnp1NXXGZ5L5UTG2r8Pd3ViXOahJVwoPjOw41nJNR2vVuLZaDywbSWv4UGCKjg00Y9nAEwjM7VF7fgGzNi+SnhmgZrSQNOX/chKer3MAcZmF90FVlpgrg/LAkyIDM3GJV+vZ3KWFfR8SfwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
ardscoilrathangan.ie,Live (HTTP),Not found,Not found,Not found
athycollege.ie,Live (HTTP),Not found,Not found,Not found
stmaryscollegenaas.ie,Live (HTTP),Not found,Not found,Not found
cbskilkenny.ie,Live (HTTP),v=spf1 a include:_spf.google.com include:spf.blacknight.com ~all,Not found,Not found
heywood.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
portlaoisecollege.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:ict@loetb.ie
carrickcs.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
cbssextonstreet.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=dmarc-reports@cbssextonstreet.ie
colaistenanonagle.ie,Live (HTTPS),v=spf1 +a +mx +a:mail.colaistenanonagle.ie  ip4:78.47.221.220 ip4:88.208.193.106 ip4:83.138.8.86 include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCzX37L8gMSMjMujWUKfVA/MWwSQotOKvYgpSYmlr76IOrQ7pDTsmdsBcyN9zt0reCq2RifrU1BTjaPnPQbyKRerKyDnOERr3RLge5kDcivYZj72cKWSpD1ce2weXXkLj4t99/KlyqIvt4ag81C/wawVzTyFuMAuXaKdkMUWn+dPQIDAQAB;,Not found
hazelc.ie,Live (HTTP),Not found,Not found,Not found
moynecs.ie,Live (HTTPS),v=spf1 ip4:185.43.232.189 +mx +a +ip4:78.137.164.99 +include:spf.antispamcloud.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArrQh/Pm6/WQMTo2YMT5dadeVADSDt53juvT/oAFjdN0i4wfeSrQMK/wGJqvoGCfrpMdYmmjVhpkWHQmEj7GCapWKovhiF2K8aAeIkOMZWqqvmuGe/w3k321sHc7Live1JD8aqdkYv4LJ2Bubh/8ciMg3sQe6/WtaEFWXbJm8ns5QF3d6YEmfXBo/c7kKGDCl8 vuGrHQBKfPZBQl53JTHSjXgw95jLNVF6KLZWfA9v6jnuhEnUO5xtyIt2s1QgB5OKRdpgpBy5N9lYVmwLVA3T8yU+7c+icEqhQF5UxMl7Lx7q2DsZ4PNiB5DF2Z9OuMElLRzK8bliVTmRhzk5GBNAwIDAQAB;,Not found
dgs.ie,Live (HTTP),v=spf1 +a +ip4:87.232.32.223 +ip4:91.216.241.100 +include:relay.mailchannels.net +include:spf.protection.outlook.com -all,Not found,v=DMARC1;  p=none; rua=mailto:f2a8355cebbb4e10ba0a19190fc8aa17@dmarc-reports.cloudflare.net
ballyhauniscs.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
davittcollege.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.topsec.com -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
gortnorabbey.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.235.155 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6EqpS4FIW8WTu6akN5uQu/cK6bJwZ4sf7j59ssx4SA3ViP9QhVn7GTVzpZtn2U7uKy25HU8uvhpenoJJuoQFz6ug7JCiJn3A8LwE+HejciztsR8IQFxTr5uei5r5QQ2EG1tykWLNsXtuRepOXPiTOz+zFUBcTPVJNkp3iOcSocqwh5zkkWxoePXjm9UeuxL1G G3XUCFWcqR/mWlf/pnm8Dzce+n5Z0F7XUiS0MubFoS5HcCyCbLpbRvEnl+uLDnXK/Ye6MdwfnqOejZQ2s6lBqpba8Tni9GhXJUh+AUr6g7OuzOiXniVkdYdCtlEwGrEr9DQMYybzKfEP6LGredifQIDAQAB;,Not found
beaufortcollege.ie,Live (HTTP),Not found,Not found,Not found
loretonavan.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,Not found
invercollege.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.dcsnet.ie -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarcsupport@invercollege.ie
bccns.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqPBFrdpwEiXZ+3+yDzdb0TWmle1kYnpVmYF1lQpNOsN/sq53AvTKv960oGyoDoPeKG+7SwxqNkxvbHc+7M8RHeqj0gXGC/aPvrFzF16c5oO+3+04SOo6qonj4pO41O4cJzfsO/q4rDBfHzUhgXZneZ9Xz6ObaqqciLcPAYX9yXIZAqsX0/mp+CV0a80vbfH3a iJOH6KPKDoXeANtAy0yT6NIuv2A6yZCNStrBUOgSQldgfwjvEm/tDr50rniJOtGBKKeCJXcypYEDgaJ9jSKEO4HMX8sR4hoKs4yTETCdaR1Ghwkf6SzMo1wGVen3DsmnKEPYUVXWXOSXpEVmHW87wIDAQAB;,v=DMARC1; p=quarantine; pct=100; rua=mailto:ict@loetb.ie
colaistechoilmtullamore.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
killinaschool.ie,Live (HTTPS),Not found,Not found,Not found
colaistechiarainathlone.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
rosconvent.ie,Live (HTTPS),v=spf1 a include:spf.blacknight.ie ~all,Not found,Not found
cbshighschoolclonmel.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all ,Not found,Not found
cbsthurles.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:authsmtp.com -all,Not found,Not found
ourladystemplemore.ie,Live (HTTP),v=spf1 ip4:185.43.232.17 include:spf.webhostingireland.ie +ip4:81.17.241.121 +include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA64DzsKaVwiZ8MqaPnzTbR+Xb9P08VHkhdoFHaQgceVU5O2RUFUJyDCeJ3SvqLZEiUgHm0xIF6dVyU4AZKYCa7QmIqOVHErRYGxBW4n4zLDOL6ibHTkFm123A25OZ8rgJ5Sdj/b6XwzKxMXnp9X8MzS/fNSV5YfkZ7JKY/tI1P0Pot+4Bstpo48dA7Hi4ziW+s G9funjo7uLsJazrmttP/nSTJx1/lDweZvWF2LBjN1iTS9+2bAJh6VLp1vvg/5qwviRgEDZwoXIhUSVR/EFO4vqdp1E0zw24fZbB15r1TDGgMJt3bg+MzezA1/CldcAL1kT4DUbivfNsee33+DjinQIDAQAB;,Not found
stdeclans.com,No response,Not found,Not found,Not found
mullingarcc.ie,Live (HTTP),Not found,Not found,Not found
ramsgrangecommunityschool.ie,Live (HTTPS),Not found,Not found,Not found
dominicanwicklow.net,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,apple-domain-verification=L2cDtEQLtHa5tSiH
glenartcollege.ie,Live (HTTPS),Not found,Not found,Not found
presbray.com,Live (HTTP),Not found,Not found,Not found
