Domain,Website Status,SPF,DKIM,DMARC
businesspost.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:navigacloud.com include:mandrillapp.com include:mailgun.org include:amazonses.com include:mail.rhs.org.uk ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnLYAQnTSvQFwr3jKuT+V3cRSHCe0PwRuadJc1B18g1H7loQJwq1EP32sjLc5KL0L6+2HzkX0hOnNDQu3gvgLY6VXK6QHJAVXuEa8NoUSxUTHYEEh514kU9BWGnqH94mUPNMngjGZuv/2pGGQ9tOuQBVI5KeKjnzPfpuB8d1/DHV7UEk5TgR+MRqDUrXz8JQf2 /CefsI0lElQQZFa6hyL/zmQvS3uuYuhPsEQhRr+nrFQQZboM16HTfkMWOc2/dUGKyK6RencExZsK4DNFsqcFnlMn5DsKayqyD0I54qDDaX+RsDM4Nukul+6JmUoFnqG2HdTAmwC7ttSdV7E70ifVQIDAQAB;,v=DMARC1; p=quarantine; rua=mailto:149844757bd94e31a1f692f11fd51abd@dmarc-reports.cloudflare.net;
gaa.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:212.78.241.41 ip4:89.185.145.185 ip4:194.46.129.99 ip4:52.213.128.155 ip4:212.108.93.10 ip4:192.254.118.86 ip4:84.23.11.0/27 ip4:92.51.245.37 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 ip4:216. 34.99.11/32 ip4:216.34.99.12/30 ip4:216.34.99.16/30 ip4:46.22.142.67 include:_spf.createsend.com include:mail.zendesk.com include:_spf.emailcampaigns.net include:spf.zoho.eu ~all,v=DKIM1;h=sha256;k=rsa; s=email;p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoCb8lcBDI3u69CvKnU9xbt3ltMxXrU3boNNQSdGlTOGvg0xMvVK3noBl+l01E+GU7BCypERlsbGYMc/OtKJmb3XqZmm+p9PSZWbH1nowyK0pWrsqxVKw+TUAfKSvKh2TjO24LoZ1bDcMY7oj7D7DxJuGCxDMPLbtyhi0ZyEp2C6ixj6fR LHpwlxR+5ceBa1wgHLHVKDgy+um5eHnhE25N9pcxFOsRreXPCxVEUsewg4nWvPt5VcY0MBV8X7YOex+CITb11y7fk7lByOGO7rg+lrFHzBEMkMHjBjGQKn6BNfThbuizePSLuU2c7clYnvTSPIIQuBCksfpmhcyRkvgqwIDAQAB,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:dmarc_agg@vali.email;
vodafone.ie,Live (HTTP),v=spf1 include:spf2.vodafone.com ip4:167.89.0.0/17 -all,Not found,v=DMARC1; p=reject; rua=mailto:adeeb5c538f9684@rep.dmarcanalyzer.com; ruf=mailto:adeeb5c538f9684@for.dmarcanalyzer.com; fo=0
eir.ie,Live (HTTPS),v=spf1 redirect=artjx7qv._spf._d.mim.ec,Not found,v=DMARC1; p=reject; rua=mailto:43d2a51221e5201@rep.dmarcanalyzer.com; ruf=mailto:43d2a51221e5201@for.dmarcanalyzer.com; fo=1;
irishimmigration.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:deptjusticepagemaster@gmail.com
her.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:sendgrid.net include:spf.EU.exclaimer.net ~all,Not found,Not found
monster.ie,Live (HTTPS),v=spf1 include:spf.monster.com include:partner_c_spf.monster.com  include:_spf.salesforce.com -all,redirector.gslb.monster.com.,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
bmcsports.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com include:ranges.visualsoft.co.uk include:ranges2.visualsoft.co.uk ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
cumminssports.ie,Live (HTTP),v=spf1 a mx include:relay.mailchannels.net include:spf.protection.outlook.com include:mailgun.org ~all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDcbOn0wvcqE8bLRAlbifgQNwSxllvKlxCw5RNI12g/+IUAj6gQWZ8VWQRGPLsveYW3wKVO9ar5F0jATJzBwBVsGay9nqOwRMgwa+bhg0vxulsJXl6DAvhYPQ6GDK2MZ8i43i86It6qTes8kGwUdR0SluItw2RzbMGl871bCZ4DwwIDAQAB;,v=DMARC1; p=none; rua=mailto:9df42002268d44f088964dc9c58d34e6@dmarc-reports.cloudflare.net,mailto:dmarc@cumminssports.ie; ruf=mailto:dmarc@cumminssports.ie; fo=1
the42.ie,Live (HTTP),v=spf1 include:servers.mcsv.net include:_spf.google.com include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=quarantine; ruf=mailto:dmarc@kk4u0r9n.uriports.com; rua=mailto:dmarc@kk4u0r9n.uriports.com; fo=1; adkim=s; aspf=s;
marine.ie,Live (HTTP),v=spf1 ip4:3.123.206.219 ip4:3.68.129.51 ip4:193.1.186.252 ip4:193.1.186.229 ip4:34.246.32.25 include:marineinst.onmicrosoft.com  include:spf.topsec.com include:servers.mcsv.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:administrator@marine.ie; ruf=mailto:administrator@marine.ie
leinsterexpress.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
arnotts.ie,Live (HTTP),v=spf1 a ip4:37.110.219.152 ip4:89.101.232.203 include:_spf_3rdparty.arnotts.ie ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:btsupport@arnotts.ie; ruf=mailto:btsupport@arnotts.ie; fo=1; pct=100
buseireann.ie,Live (HTTP),v=spf1 ip4:194.106.151.242 ip4:5.61.115.64 ip4:206.142.217.19 include:_netblocks.mimecast.com include:spf.amris.com include:spf.protection.outlook.com include:nw002.com -all,Not found,v=DMARC1; p=none; rua=mailto:1682ed89ae77559@rep.dmarcanalyzer.com; ruf=mailto:1682ed89ae77559@for.dmarcanalyzer.com; fo=1;
nationalarchives.ie,Live (HTTP),v=spf1 a mx ip4:137.191.239.66/32 ip4:137.191.248.232/32 include:spf2.tibus.net include:eu._netblocks.mimecast.com ~all,Not found,Not found
heritageireland.ie,Live (HTTPS),v=spf1 include:amazonses.com -all,Not found,Not found
heanet.ie,Live (HTTP),v=spf1 mx a:listserv.heanet.ie a:mail.heanet.ie include:spf.protection.outlook.com   a:goodly.heanet.ie   a:filesenderv2-prod-bl-01.heanet.ie a:filesenderv2-prod-pw-01.heanet.ie   ip4:193.1.187.229 ip4:193.1.193.205 ip4:193.1.200.116 ip4:193.1.201.158 ip4:193.1.204.182 ip4:193.1.204.215   ip4:193.1.204.34 ip6:2001:770:18:10::c101:bbe5 ip6:2001:770:1c:10::c101:c874 ip6:2001:770:1c:29::c101:ccd7 ip6:2001:770:f8:2::c101:c99e ip4:87.44.44.220   ip4:193.1.219.50 ip6:2001:770:18:2::c101:db32  ip4:193.1.248.74 ip6:2001:770:1c:2::c101:f84a  ~all,Not found,v=DMARC1; p=reject; rua=mailto:waxlpmrg@ag.eu.dmarcian.com;
dublincity.ie,Live (HTTP),v=spf1 ip4:82.33.221.20 ip4:45.131.138.189 ip4:45.145.101.156 ip4:81.201.137.72 ip4:81.201.137.73 ip4:83.96.163.115 ip4:50.31.34.243 ip4:91.210.232.41 ip4:137.191.238.49 ip4:195.201.92.56 ip4:213.143.154.166 ip4:10.160.17.73 ip4:137.191.238.51 ip4:91.210. 235.90 ip4:10.50.19.10 ip4:168.245.21.201 ip4:137.191.238.57 ip4:10.161.17.73 ip4:212.84.45.19 ip4:34.247.140.180 ip4:18.202.83.210 include:spf.topsec.com include:spf.blacknight.ie include:spf.constantcontact.com Include:spf.protection.outlook.com  includ e:mail.zendesk.com -all,Not found,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
kenblack.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
discoverireland.ie,Live (HTTPS),Not found,Not found,Not found
supervalu.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
virginmedia.ie,Live (HTTPS),v=spf1 ip4:54.240.54.100/28 ip4:89.101.170.35 ip4:89.101.170.228 ip4:79.140.139.0/24 ip4:89.101.170.254 include:spf.liberty.biz include:lgsmtp.spf.upcmail.net include:mx.spf.upcmail.net include:nw010.com include:spf.protection.outlook.com ~all,Not found,quarantine.dmarc.upcmail.net.v=DMARC1; p=quarantine; rua=mailto:jn2qdxcl@ag.eu.dmarcadvisor.com; ruf=mailto:jn2qdxcl@fr.eu.dmarcadvisor.com;
nli.ie,Live (HTTP),v=spf1 a:dispatch-eu.ppe-hosted.com include:spf.protection.outlook.com ip4:137.191.242.53 mx ~all,Not found,v=DMARC1; p=quarantine; pct=100
virginmediatelevision.ie,Live (HTTPS),v=spf1 ip4:193.120.86.135 ip4:193.120.86.133 ip4:83.71.194.199 ip4:79.140.139.0/24 include:spf.liberty.biz include:lgsmtp.spf.upcmail.net include:mx.spf.upcmail.net include:custhelp.com include:nw010.com ~all,Not found,v=DMARC1; p=reject; sp=reject; rua=mailto:jn2qdxcl@ag.eu.dmarcadvisor.com; ruf=mailto:jn2qdxcl@fr.eu.dmarcadvisor.com
did.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.uk.exclaimer.net a:dispatch-eu.ppe-hosted.com include:mail.zendesk.com include:mailgun.org ip4:149.72.239.11 -all,Not found,v=DMARC1; p=none;
zalando.ie,Live (HTTP),v=spf1 ip4:185.85.220.205 include:_spf.google.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_reports@zalando.ie; ruf=mailto:dmarc_auth@zalando.ie;
irishtechnews.ie,Live (HTTP),v=spf1 +a +mx +include:spf.antispamcloud.com -all,Not found,v=DMARC1; p=none; rua=mailto:7c088ce13f2b4ba0a488ddff3a74ed75@dmarc-reports.cloudflare.net
northernsound.ie,Live (HTTP),v=spf1 ip4:92.61.193.184 ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:71afbb4d@in.mailhardener.com; aspf=r; fo=1
dyson.ie,Live (HTTPS),v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:spf.protection.outlook.com include:_spf-edge-az.dyson.com include:_spf.salesforce.com  include:_spf.centercode.com include:aspmx.pardot.com include:_spf-a.dyson.com include:_spf-b.dyson.com ~all,Not found,dmarc-monitoring.dyson.com.v=DMARC1; p=none; sp=none; aspf=r; adkim=r; rua=mailto:dmarc_aggdata@dyson.com,mailto:dmarc_agg@vali.email; ruf=mailto:dmarc_aggdata@dyson.com
dit.ie,Live (HTTP),v=spf1 include:spf1.dit.ie include:spf2.dit.ie include:_spf.google.com include:irdub.iii.com include:a._spf.brightspace.com -all,Not found,v=DMARC1; p=reject; rua=mailto:xydjhcdp@ag.eu.dmarcian.com;
carsireland.ie,No response,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:amazonses.com a:ms1.carsireland.ie include:spf.blacknight.com include:_spf.salesforce.com ip4:87.252.209.139 ip4:82.195.143.248 ip4:82.195.143.249 ip4:82.195.141.23 ip4:82.195.141. 22 ip4:185.2.66.172 ip4:82.195.157.128/25 ip4:176.34.169.204 ip4:82.195.128.128/25 ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:13dbc9fb@inbox.ondmarc.com;ruf=mailto:13dbc9fb@inbox.ondmarc.com;
mamasandpapas.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:b6abe63b@inbox.ondmarc.com; ruf=mailto:b6abe63b@inbox.ondmarc.com;
woodies.ie,Live (HTTP),v=spf1 ip4:82.147.18.199/32 include:spf.protection.outlook.com include:spf.givex.com include:8026331.spf07.hubspotemail.net ?all,Not found,v=DMARC1; p=reject; rua=mailto:220de43055e1045@rep.dmarcanalyzer.com; ruf=mailto:220de43055e1045@for.dmarcanalyzer.com; fo=1;
trivago.ie,No response,v=spf1 mx a:newsletter.trivago.net a:zgateway.zuora.com include:mail.zendesk.com include:spf.protection.outlook.com -all,Not found,Not found
adidas.ie,Live (HTTPS),v=spf1 -all,Not found,Not found
skechers.ie,Live (HTTP),Not found,Not found,Not found
one4all.ie,Live (HTTP),v=spf1 ip4:216.136.161.142 ip4:216.136.161.143 include:spf.protection.outlook.com ip4:82.195.139.254 ip4:212.78.239.173 ip4:52.209.222.127 ip4:178.250.117.178 ip4:178.250.118.210 include:service-now.com include:amazonses.com -all,Not found,v=DMARC1; p=none; rua=mailto:DL-O4A-ITTeam@bhnetwork.com; pct=25;
eircode.ie,Live (HTTPS),v=spf1 include:spf.mandrillapp.com include:spf.protection.outlook.com a:e-smtp.eircode.ie include:servers.mcsv.net include:mailcontrol.com -all,Not found,v=DMARC1; p=none;
fightstoredublin.ie,Live (HTTP),v=spf1 a:mail.anu.net a:spamtitan.anu.net ip4:83.98.160.130 ip4:83.98.160.49 include:mailgun.org -all,Not found,v=DMARC1; p=reject;
drugs.ie,Live (HTTPS),Not found,Not found,Not found
gettyimages.ie,Live (HTTP),v=spf1 include:_spf1.gettyimages.com include:_spf2.gettyimages.com include:_spf3.gettyimages.com ~all,Not found,v=DMARC1; p=none; rua=mailto:46b8708e09fb858@rep.dmarcanalyzer.com; ruf=mailto:46b8708e09fb858@for.dmarcanalyzer.com; fo=1;
teanglann.ie,Live (HTTPS),Not found,Not found,Not found
hollandandbarrett.ie,Live (HTTP),v=spf1 include:_u.hollandandbarrett.ie._spf.smart.ondmarc.com ~all,Not found,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:a811c144@inbox.ondmarc.com; ruf=mailto:a811c144@inbox.ondmarc.com; adkim=r; aspf=r; fo=0; rf=afrf; ri=3600
teagasc.ie,Live (HTTPS),v=spf1 ip4:45.145.101.120 ip4:168.245.21.201 ip4:149.24.114.104/32 ip4:137.191.243.77 ip4:54.75.247.156 ip4:46.22.139.15 ip4:34.240.68.23 include:spf.topsec.com a:exchange01.teagasc.ie a:exchange02.teagasc.ie a:hybrid.teagasc.ie include:spf.protection.out look.com include:spf.sendinblue.com include:spf.elluciancloud.com -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:postmaster@teagasc.ie;ruf=mailto:postmaster@teagasc.ie;fo=1
aladdin.ie,Live (HTTP),v=spf1 ip4:78.153.208.244 ip4:34.246.13.4 include:_spf.google.com -all,Not found,v=DMARC1; p=none;
diy.ie,No response,v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,Not found,v=DMARC1; p=reject; rua=mailto:102b7a32a370252@rep.dmarcanalyzer.com; ruf=mailto:102b7a32a370252@for.dmarcanalyzer.com; fo=1
radiokerry.ie,Live (HTTP),v=spf1 ip4:213.94.193.158 ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:71afbb4d@in.mailhardener.com; aspf=r; fo=1
flopsyshop.ie,Live (HTTP),Not found,Not found,Not found
tuiholidays.ie,No response,v=spf1 mx include:_spf.qemailserver.com mx:mail.tuigroup.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:2256e681@inbox.ondmarc.com; ruf=mailto:2256e681@inbox.ondmarc.com;
lookfantastic.ie,Live (HTTP),Not found,Not found,Not found
afloat.ie,Live (HTTP),v=spf1 include:_spf.google.com ip4:139.162.214.185  ~allv=spf1 ip4:139.162.214.185 ip6:2a01:7e00::f03c:91ff:fec8:5f61 include:_spf.google.com ~all,Not found,Not found
oceanfm.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~all include:_spf.google.com ~all,Not found,Not found
mayonews.ie,Live (HTTP),v=spf1 ip4:91.136.49.205 ip4:195.59.103.140/30 ip4:195.59.103.208/29 ip4:141.94.134.199 ip4:164.132.93.11 ip4:51.89.14.56 ip4:51.89.66.140 ip4:52.30.213.6 ip4:52.6.112.187 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net  -all,Not found,v=DMARC1; p=quarantine; pct=10; adkim=r; aspf=r
oxendales.ie,No response,v=spf1 mx ip4:213.122.174.82 ip4:213.122.174.83 include:spf.protection.outlook.com include:mailcontrol.com include:mail.zendesk.com ~all,Not found,v=DMARC1; p=none; rua=mailto:hupygi2u@ag.dmarcian.eu
dpd.ie,Live (HTTPS),v=spf1 ip4:82.141.241.25/32 ip4:185.39.164.0/24 ip4:208.50.80.36/32 ip4:195.218.115.55/32 ip4:78.137.191.140/32 ip4:103.28.42.0/24 ip4:146.88.28.0/24 ip4:163.47.180.0/22 ip4:203.55.21.0/24 ip4:204.75.142.0/24 ip4:27.126.146.0/24 include:_spf.salesforce.co m include:aspmx.pardot.com include:spf.hornetsecurity.com include:relay.mailchannels.net include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:kn74omb9@ag.eu.dmarcian.com; ruf=mailto:kn74omb9@ag.eu.dmarcian.com; fo=1;
museum.ie,Live (HTTP),v=spf1 include:mailcontrol.com include:servers.mcsv.net include:sendgrid.net ip4:137.191.245.53 -all,Not found,v=DMARC1; p=quarantine; sp=none; rua=mailto:re+422772d9e3f1@inbound.dmarcdigests.com; pct=100; ruf=mailto:emailreports@museum.ie;
prettylittlething.ie,Live (HTTP),Not found,Not found,Not found
rent.ie,Live (HTTP),Not found,Not found,Not found
motortax.ie,Live (HTTP),v=spf1 mx include:spf.newsletter.ie include:spfext.itservices.gov.ie ~all,Not found,v=DMARC1; p=none;
westernpeople.ie,Live (HTTP),v=spf1 ip4:91.103.7.128 include:_spf.google.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:4c932448@mxtoolbox.dmarc-report.com; ruf=mailto:4c932448@forensics.dmarc-report.com; fo=1
electrodirect.ie,Live (HTTP),v=spf1 a mx include:_spf.cyberfolks.pl include:_spf.google.com -all,Not found,v=DMARC1; p=none; sp=none
con-telegraph.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
weddingsonline.ie,Live (HTTP),v=spf1 include:google.com include:hubspot.com include:hubspotemail.net include:servers.mcsv.net include:spf.mtasv.net ~all,Not found,v=DMARC1; p=none; pct=100; rua=mailto:re+sgrtpm9kr4r@dmarc.postmarkapp.com; sp=none; aspf=r;
mytown.ie,Live (HTTPS),Not found,Not found,Not found
tilemerchant.ie,Live (HTTP),v=spf1 mx a ip4:93.113.111.163 ip4:149.86.101.211 ip4:149.86.101.210 include:_spf.google.com include:mailgun.org include:spf.tilemerchant.hypernode.io ~all,Not found,v=DMARC1;  p=none; rua=mailto:63f7a5b8f82548eab4253fc44c08ac57@dmarc-reports.cloudflare.net
live95fm.ie,Live (HTTPS),v=spf1 include:_spf.google.com include:spf-00596a01.pphosted.com ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
shoehorn.ie,Live (HTTP),v=spf1 +a +mx ip4:83.138.8.118 ip4:83.138.8.111 +ip4:83.138.8.86 +ip4:83.138.8.160 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqP1cWfwBWprZMJ2D9NyyW2e03x6vvVfocfOoYiowuSwd7WU4WHEnoMjvVoFZwCPIujEAsZ43iZBFehQRvefypMRnZaegRyqAkrVgsFuQRnOR6v14CKSenC7/ucfbacHRfg9eSKoWWmELzHuoJulL/SJIIEZ7QRV08cfWnNamtSD6c+qCNOQI7CFa8WNL ObBCbHNzxISXQVVspW+9AtC+VG2+aHq+i7JDtO3RJ/Jw10rfJdHwd97ZLK1gGK8OYAU7Afz2j67crk8JDcHY4DID1l7P42T1RESuuYyPSjaM10BxTF10zMI1j/ls5+oLfnL8v8EP93nXc16JxlcWTPm4RwIDAQAB;,v=DMARC1; p=none; rua=mailto:094e50b9fd6746fb9a489f85b2280b6b@dmarc-reports.cloudflare.net;
shannonside.ie,Live (HTTP),v=spf1 ip4:92.61.193.184 ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:71afbb4d@in.mailhardener.com; aspf=r; fo=1
waterford-news.ie,Live (HTTP),v=spf1  ip4:91.103.7.128 include:_spf.mx.cloudflare.net include:spf.protection.outlook.com ~all,Not found,Not found
roscommonherald.ie,Live (HTTP),v=spf1 include:_spf.mx.cloudflare.net ~all,Not found,Not found
centerparcs.ie,Live (HTTP),v=spf1 mx a ip4:62.190.128.154 ip4:62.190.128.130 ip4:152.114.220.10 ip4:62.190.128.139 ip4:213.107.239.9 ip4:213.107.239.22 include:spf.protection.outlook.com include:amazonses.com include:rnmk.com include:spf.mandrillapp.com include:_spf.psm.knowbe4.com  include:dcmailrelay.zellis.com include:_spf.dayforcehcm.com -all,Not found,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc.monitoring@centerparcs.co.uk; ruf=mailto:dmarc.monitoring@centerparcs.co.uk
hseland.ie,No response,v=spf1 a:mx.anu.net a:mail.anu.net a:ams2-mail.anu.net a:mail3.anu.net ip4:212.147.160.34 include:mail.zendesk.com ~all,Not found,v=DMARC1; p=none;
ncts.ie,Live (HTTPS),v=spf1 mx ip4:91.220.158.230 ip4:91.220.158.229 include:spf.protection.outlook.com include:spf-00592d01.pphosted.com -all,Not found,v=DMARC1; p=reject; rua=mailto:DMARC@applus.com
wayfair.ie,Live (HTTP),v=spf1 include:wayfair.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@wayfair.com; fo=1; pct=100; adkim=r; aspf=r
schuh.ie,Live (HTTP),v=spf1 include:amazonses.com -all,Not found,v=DMARC1; p=none; rua=mailto:Alerts_Mail@schuh.co.uk
seai.ie,Live (HTTPS),v=spf1 ip4:137.191.235.70 include:spf.topsec.com include:spf.protection.outlook.com +ip4:52.209.222.127 include:servers.mcsv.net include:mailgun.org include:amazonses.com -all,Not found,v=DMARC1;p=quarantine;rua=mailto:dmarc_agg@vali.email,mailto:dmarc@seai.ie;ruf=mailto:dmarc@seai.ie.;fo=1;sp=none;
rsa.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com ip4:137.191.230.2 ip4:137.191.230.18 ip4:83.147.149.210  ip4:20.157.111.70 ip4:20.93.56.62 ip4:137.191.230.34 ip4:169.254.13.99 ip4:169.254.205.99 ip4:82.198.129.243 ip4:217.114.169.164 -all,Not found,v=DMARC1;  p=reject; sp=none; rua=mailto:67755691eefc4c76998ce5d92a16fad9@dmarc-reports.cloudflare.net; ruf=mailto:dmarcnotifications@rsa.ie;
huntoffice.ie,Live (HTTP),v=spf1 include:spf.mailjet.com include:spf.protection.outlook.com mx a include:sendgrid.net -all,Not found,v=DMARC1; p=quarantine; pct=100
sspcrs.ie,No response,v=spf1 +a +mx +ip4:137.191.224.107 include:spf.topsec.com ~all,Not found,Not found
pavers.ie,Live (HTTP),v=spf1 include:shops.shopify.com include:spf.protection.outlook.com ~all,Not found,Not found
garda.ie,Live (HTTPS),v=spf1 mx ip4:137.191.224.102 ip4:137.191.224.122 ip4:137.191.224.89 ip4:137.191.225.35 ip4:137.191.225.37 ip4:169.254.231.133 ip4:169.254.39.133 ip4:193.178.100.71 include:spf.protection.outlook.com -all,Not found,Not found
nationalgallery.ie,Live (HTTP),v=spf1 include:spf.mandrillapp.com -all,Not found,Not found
dundalkdemocrat.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com ~all include:maxemail.emailcenteruk.com include:servers.mcsv.net include:sith.virtualcms.it -all,Not found,Not found
cyclesuperstore.ie,Live (HTTP),v=spf1 a:icpbounce.com ip4:46.51.177.226 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:jakubslowinski@gmail.com
yoursclothing.ie,Live (HTTP),Not found,Not found,Not found
tus.ie,Live (HTTP),v=spf1 mx  ip4:193.1.187.229 ip4:193.1.204.215 ip4:52.19.242.175 ip4:54.247.168.53 include:spf.protection.outlook.com include:tcmailservice.targetconnect.net a:mail.mindaclient.com include:amazonses.com include:25573955.spf06.hubspotemail.net -all,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCttJcyTIeOh7qi2SvUQGEr4FkLsnVZUa1QUNdk90RfLwH2TE7CL1Y0Epqp6xhp6lClRbqkCHPymlpw8f5un/OF+SC7ElX7LJPcYsgHaQHQnvVbqfJLOfCRh2o2ZXl45BdvJngrRUI2Hrdhhm/5LQNu/rohlyqTrlfU+N1g3zfBpwIDAQAB;,v=DMARC1;p=none;rua=mailto:dmarc_reporting@tus.ie;ruf=mailto:dmarc_reporting@tus.ie;rf=afrf;pct=100
ccpc.ie,Live (HTTP),v=spf1 mx include:spf.topsec.com include:_spf.createsend.com include:mailgun.org include:spf.protection.outlook.com ip4:79.140.128.42 ip4:137.191.224.104 a:ext2.dfa.ie -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
educationposts.ie,Live (HTTP),v=spf1 ip4:195.201.104.14 ip4:138.201.28.109 ip4:49.12.10.51 ip6:2a01:4f8:c17:842c::1 include:_spf.pentagoncomputers.com include:amazonses.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@educationposts.ie; ruf=mailto:dmarc-ruf@educationposts.ie
limerick.ie,Live (HTTP),v=spf1 IP4:34.253.61.97 IP4:137.191.230.252 include:amazonses.com ip4:213.143.154.166 include:_spf.salesforce.com include:spf.protection.outlook.com include:sendgrid.net IP4:10.50.200.100  -all,Not found,v=DMARC1; p=reject; rua=mailto:itsupport@limerick.ie; ruf=mailto:itsupport@limerick.ie; fo=1
ncs.gov.ie,No response,v=spf1 include:spf.protection.outlook.com ip4:137.191.230.106 ip4:137.191.230.109 ip4:137.191.230.125 ip4:137.191.230.116 -all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:l51dcoyx@ag.eu.dmarcian.com;
ziprecruiter.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; adkim=r; aspf=r; rua=mailto:dmarc-agg-reports@ziprecruiter.com; ruf=mailto:dmarc-ruf-reports@ziprecruiter.com; rf=afrf; pct=100; ri=86400
